DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
70001800-01,2011,-3.75395413,0.285463834,2.05,0.303015151,0,0,0,12,0,0,0,0,1,0,0,4,5,3,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,12,12,4,2.916666667,B,Cates Lake-1,382,0.737,1.16247845,0,0,294700,190400,1424,609,0,0,306,0,0,289281,246646,,,0,0
70001800-01,2012,-3.431097634,0.556050266,1.66,0.207364414,0,0,0,8,0,0,0,0,0,0,0,3,3,2,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,8,8,4,2.875,F,Cates Lake-1,382,0.737,1.16247845,0,0,264400,187300,1424,609,0,0,318,0,0,289281,246646,,,0,0
70001800-01,2013,-3.826322293,0.448384133,2.15,0.361939221,0,0,0,10,0,0,0,0,1,0,0,2,5,3,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,10,10,4,3.1,B,Cates Lake-1,382,0.737,1.16247845,0,0,280700,172500,1424,609,0,0,324,0,0,278900,237000,,,0,0
70002100-01,2004,-2.915014607,0.047692287,1.225,0.275378527,0,0,1,3,0,0,0,1,0,0,0,2,2,0,0,Markley Lake,Lower Minnesota River,-93.39856519,44.7102066,4,4,3.75,2.5,C,Markley Lake-1,343,2.074635569,6.656876173,0,0,225800,86100,1264,342,0,0,280,319,24,186084,83750,,,15,0
70002100-01,2006,-2.969405938,0.408327194,1.44,0.721418356,0,0,7,1,1,0,0,1,0,0,0,7,1,0,0,Markley Lake,Lower Minnesota River,-93.39856519,44.7102066,9,8,3.333333333,2.125,C,Markley Lake-1,204,2.265980392,7.034860173,0,0,280300,91600,1269,380,0,0,160,0,0,187350,110900,,,0,0
70002100-01,2007,-2.941802223,0.398402303,1.414285714,0.589995965,0,0,3,4,0,0,0,1,0,0,2,4,1,0,0,Markley Lake,Lower Minnesota River,-93.39856519,44.7102066,7,7,3.571428571,1.857142857,C,Markley Lake-1,226,2.084823009,6.706564427,0,0,301100,110000,1288,384,0,0,183,0,0,204900,93496,,,0,0
70002600-01,2004,-3.775500171,0.316368533,2.683333333,0.957110551,7,5,0,0,0,0,0,0,1,0,1,11,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,12,12,1.416666667,1.916666667,B,Lower Prior Lake-1,1885,0.480786397,0.872150494,0,0,215600,166200,1196,514.5,0,0,1644,1394,488,184900,136100,,,121,0
70002600-01,2005,-4.033144272,0.657182282,3.741666667,1.987898998,6,5,0,0,0,0,0,0,0,1,4,3,4,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,11,11,1.454545455,2,A,Lower Prior Lake-1,1259,0.565059571,2.328469934,0,0,239700,162100,1230,526,2,0,1097,0,0,195000,145500,,,54,0
70002600-01,2006,-3.406478839,0.668321346,2.8,1.225486916,7,5,0,0,0,0,0,0,1,0,0,9,3,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,12,12,1.416666667,2.25,B,Lower Prior Lake-1,1259,0.564670373,2.326378378,0,0,259800,214500,1232,532,2,0,1094,0,0,210000,155750,,,0,0
70002600-01,2007,-3.823010661,0.541830212,2.661538462,1.503073774,6,6,1,0,0,0,0,0,1,0,2,5,5,1,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,13,13,1.615384615,2.384615385,B,Lower Prior Lake-1,1263,0.56277118,2.322833722,0,0,262300,237000,1232,538,2,0,1102,0,0,221600,170000,,,0,0
70002600-01,2008,-3.894861823,0.419601624,2.757142857,1.10224546,8,4,2,0,0,0,0,0,1,0,3,6,5,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,14,14,1.571428571,2.142857143,B,Lower Prior Lake-1,1264,0.563109177,2.324013899,0,0,282400,301325,1238,532.5,2,0,1083,0,0,225000,173300,,,34,0
70002600-01,2009,-3.777051923,0.454677834,3.186666667,1.373663853,8,7,0,0,0,0,0,0,0,1,4,7,4,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,15,15,1.466666667,2,A,Lower Prior Lake-1,1260,0.564222222,2.325447088,0,0,260450,214500,1232,534.25,2,0,1105,0,0,216500,161000,,,0,0
70002600-01,2010,-3.737773535,0.324928179,2.735714286,0.905204731,8,6,0,0,0,0,0,0,1,0,1,7,6,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,14,14,1.428571429,2.357142857,B,Lower Prior Lake-1,1264,0.561772152,2.32101072,0,0,257700,319700,1251.5,537.75,2,0,1085,0,0,224000,181500,,,36,0
70002600-01,2011,-3.939150711,0.68915298,4.15,1.145346315,11,1,0,0,0,0,0,0,0,1,4,8,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,12,12,1.083333333,1.666666667,A,Lower Prior Lake-1,1256,0.565430622,2.332122866,0,0,254450,274500,1251.5,532.75,2,0,1041,0,0,223755,180500,,,0,0
70002600-01,2012,-3.898208211,0.873191964,4.142857143,1.701453806,13,1,0,0,0,0,0,0,0,1,2,12,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,14,14,1.071428571,1.857142857,A,Lower Prior Lake-1,1257,0.565457438,2.329403433,0,0,232700,260900,1244,538,2,0,1023,0,0,223755,180500,,,0,0
70002600-01,2013,-4.063932535,0.484162454,3.436363636,1.870974467,7,4,0,0,0,0,0,0,0,1,7,4,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,11,11,1.363636364,1.363636364,A,Lower Prior Lake-1,1258,0.564801272,2.328556971,0,0,242200,254900,1244,539.5,2,0,1020,0,0,227250,188281.25,,,0,0
70002600-01,2014,-3.64612351,0.401311619,1.883333333,1.257974563,4,5,0,0,0,0,0,0,1,0,4,5,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,9,9,1.555555556,1.555555556,B,Lower Prior Lake-1,1295,0.548138996,2.279762897,0,0,255600,239300,1230,548,2,0,1017,0,0,230000,209000,,,76,0
70005000-01,2005,-2.21976243,0.553249617,0.830769231,0.471495167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,0,0,,,D,McMahon Lake-1,53,6.13,6.092487177,0,0,263900,252550,952,1415,13,0,31,0,0,250825,369450,,,10,0
70005000-01,2006,-2.780816058,0.415159348,0.853571429,0.378491076,6,4,3,0,0,0,1,0,0,0,4,1,9,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,13,14,1.769230769,2.357142857,D,McMahon Lake-1,53,6.123962264,6.088066935,0,0,273000,300000,988,1422,9,0,33,0,0,250825,369450,,,0,0
70005000-01,2007,-2.824847538,0.761420852,0.966666667,0.604152299,3,6,0,0,0,0,0,1,0,0,2,2,4,1,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,9,9,1.666666667,2.444444444,C,McMahon Lake-1,60,6.922166667,7.498307626,0,0,300600,312200,1061,1555.5,9,0,36,0,0,230000,374750,,,0,0
70005000-01,2008,-2.472338666,0.511475456,0.883333333,0.58749597,5,6,0,1,0,0,1,0,0,0,3,1,7,1,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,12,12,1.75,2.5,D,McMahon Lake-1,57,5.087368421,5.532354035,0,0,326500,380850,1134,1511,9,0,33,0,0,280825,425125,,,2,0
70005000-01,2009,-3.162018677,0.778225113,1.213636364,0.568370878,7,4,0,0,0,0,0,1,0,0,3,5,3,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,11,11,1.363636364,2,C,McMahon Lake-1,53,6.124716981,6.088113767,0,0,273000,300000,1144,1600,9,0,33,0,0,250825,369450,,,0,0
70005000-01,2010,-3.102430974,0.251374394,1.566666667,0.811657489,5,6,1,0,0,0,0,1,0,0,3,3,6,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,12,12,1.666666667,2.25,C,McMahon Lake-1,57,5.765789474,6.013102345,0,0,277100,396850,1144,1606,7,0,31,0,0,280825,346375,,,2,0
70005000-01,2011,-2.775024173,0.382400963,1.28,0.664663658,5,4,0,1,0,0,0,1,0,0,0,6,3,1,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,10,10,1.7,2.5,C,McMahon Lake-1,57,5.595151515,6.648686957,0,0,268800,376200,1144,1606,0,0,31,0,0,280825,346375,,,0,0
70005000-01,2012,-2.902362739,0.520425941,1.511111111,1.021572861,3,5,1,0,0,0,0,1,0,0,2,0,6,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,9,8,1.777777778,2.5,C,McMahon Lake-1,58,6.195862069,6.730329633,0,0,255400,351500,1134,1612,0,0,28,0,0,230000,268500,,,0,0
70005000-01,2013,-3.641589972,0.438001214,1.76,0.937135114,10,0,0,0,0,0,0,1,0,0,3,3,4,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,10,10,1,2.1,C,McMahon Lake-1,57,7.228070175,8.00560037,0,0,253000,334600,1134,1612,0,0,30,0,0,271650,370000,,,0,0
70005000-01,2014,-3.310290198,0.49636451,1.82,0.913844139,9,0,0,0,0,0,0,1,0,0,1,3,6,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,9,10,1,2.5,C,McMahon Lake-1,55,6.400545455,6.704035661,0,0,257000,345900,1134,1612,0,0,33,0,0,279000,371695,,,4,0
70005400-01,2004,-2.100098425,0.317559675,1.092857143,0.414105683,4,2,5,1,0,0,1,0,0,0,0,4,2,5,1,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,12,12,2.25,3.25,D,Spring Lake-1,901,0.599422864,5.286572204,0,0,179500,125900,1008,504,0,0,735,551,335,155000,114100,,,57,0
70005400-01,2005,-2.508142548,0.46626176,1.515384615,1.107434087,4,3,4,0,0,0,0,1,0,0,2,0,6,4,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,11,12,2,3,C,Spring Lake-1,612,0.356176471,0.51023927,0,0,204200,132700,1008,525,0,0,500,0,0,158500,125550,,,21,0
70005400-01,2006,-2.757713919,0.600821057,1.355555556,0.795473304,3,2,4,0,0,0,0,1,0,0,2,2,1,4,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,9,9,2.111111111,2.777777778,C,Spring Lake-1,608,0.359638158,0.511736586,0,0,224950,170850,1018.5,514.5,0,0,482,0,0,163250,130375,,,0,0
70005400-01,2007,-2.956908649,0.567439018,0.9375,0.526273965,0,1,7,0,0,0,0,1,0,0,0,2,2,4,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,8,8,2.875,3.25,C,Spring Lake-1,616,0.358506494,0.50872873,0,0,226400,200925,1008,1256,0,0,482,0,0,160440.5,124100,,,0,0
70005400-01,2008,-2.666648213,0.447010078,0.95,0.3082207,2,2,1,0,0,0,1,0,0,0,0,5,1,0,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,5,6,1.8,2.166666667,D,Spring Lake-1,616,0.355064935,0.508981763,0,0,225900,214300,1034.5,571.5,0,0,462,0,0,161490.5,123000,,,12,0
70005400-01,2009,-2.552263324,0.376908953,1.090909091,0.463582885,6,4,0,0,0,0,1,0,0,0,1,8,1,0,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,10,10,1.4,2,D,Spring Lake-1,578,0.369619377,0.522451421,0,0,234100,179825,1040,554,0,0,456,0,0,162250,147875,,,0,0
70005400-01,2010,-2.730477872,0.565318362,0.94,0.513809303,6,7,0,0,0,0,1,0,0,0,3,10,1,0,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,13,14,1.538461539,1.857142857,D,Spring Lake-1,616,0.363279221,0.508024671,0,0,202500,197425,1027.5,566.5,0,0,462,0,0,159400,137600,,,20,0
70005400-01,2011,-2.607435147,0.636138089,1.05,0.759699189,4,1,0,0,0,0,1,0,0,0,1,4,0,0,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,5,5,1.2,1.8,D,Spring Lake-1,612,0.360653595,0.509364577,0,0,195200,164800,1027.5,566,0,0,450,0,0,159650,137600,,,0,0
70005400-01,2012,-2.165604496,0.512148059,0.7875,0.180772153,1,5,2,0,0,0,1,0,0,0,0,4,3,1,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,8,8,2.125,2.625,D,Spring Lake-1,614,0.434625407,1.783182477,0,0,185050,169875,1027.5,566.5,0,0,443,0,0,159400,137600,,,0,0
70005400-01,2013,-1.86899356,0.585398992,0.855,0.463351319,0,3,6,1,0,0,1,0,0,0,0,1,4,4,1,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,10,10,2.8,3.5,D,Spring Lake-1,610,0.366590164,0.50987765,0,0,191300,176025,1040,565,0,0,450,0,0,159900,148850,,,0,0
70006500-01,2014,-2.641447436,0.59955288,1.911538462,0.602132961,2,4,1,5,1,0,0,0,0,0,2,5,0,5,1,Buck Lake,Lower Minnesota River,-93.46687016,44.68275964,13,13,2.923076923,2.846153846,F,Buck Lake-1,44,9.114545455,6.276547508,0,0,415300,199600,1409,953,0,0,36,0,0,272450,326875,,,0,0
70007200-01,2004,-2.665073465,0.36519901,1.09,0.693541635,1,2,7,0,0,0,1,0,0,0,0,2,2,6,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,10,10,2.6,3.4,D,Upper Prior Lake-1,1408,0.362130682,0.540659793,0,0,176600,175700,1056,436,0,0,1180,1099,306,159900,135000,,,75,0
70007200-01,2005,-2.941253456,0.439718738,1.7125,1.210002952,1,1,4,0,0,0,0,1,0,0,0,2,2,4,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,6,8,2.5,3.25,C,Upper Prior Lake-1,948,0.354122622,0.616913054,0,0,208400,173000,1072,461,0,0,790,0,0,166000,143000,,,42,0
70007200-01,2006,-2.857888109,0.601611386,1.277777778,0.708480377,1,0,8,0,0,0,1,0,0,0,0,1,4,4,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,9,9,2.777777778,3.333333333,D,Upper Prior Lake-1,978,0.324294479,0.492288083,0,0,229300,226025,1080,423.75,0,0,776,0,0,171450,153250,,,0,0
70007200-01,2007,-3.052856421,0.76359163,1,0.412310563,5,0,0,0,0,0,1,0,0,0,3,2,0,0,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,5,5,1,1.4,D,Upper Prior Lake-1,1041,0.323563564,0.491934256,0,0,224100,236250,1058,478,0,0,812,0,0,173000,153600,,,0,0
70007200-01,2008,-2.892455908,0.533524605,1.292857143,1.145871711,2,10,2,0,0,0,0,1,0,0,1,8,3,2,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,14,14,2,2.428571429,C,Upper Prior Lake-1,1060,0.31762279,0.488255425,0,0,224100,297900,1056,490,0,0,816,0,0,175500,155000,,,44,0
70007200-01,2009,-3.176908785,0.389766747,2.386666667,1.443144714,4,9,2,0,0,0,0,1,0,0,4,7,3,1,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,15,15,1.866666667,2.066666667,C,Upper Prior Lake-1,1046,0.322549801,0.490829839,0,0,220600,234700,1058,474,0,0,796,0,0,173000,151095,,,0,0
70007200-01,2010,-3.231426172,0.375590958,1.621428571,0.972054582,3,6,5,0,0,0,0,1,0,0,2,4,6,2,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,14,14,2.142857143,2.571428571,C,Upper Prior Lake-1,1065,0.316588465,0.487636973,0,0,205300,286300,1056,505,0,0,805,0,0,182000,171000,,,28,0
70007200-01,2011,-3.484392002,0.4191556,1.223076923,0.567382655,3,9,0,1,0,0,0,1,0,0,3,5,5,0,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,13,13,1.923076923,2.153846154,C,Upper Prior Lake-1,1063,0.3153294,0.487640061,0,0,194600,229100,1056,508,0,0,775,0,0,182000,171000,,,0,0
70007200-01,2012,-2.598681548,0.655402899,0.945454546,0.564559362,3,8,0,0,0,0,1,0,0,0,1,1,8,0,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,11,10,1.727272727,2.7,D,Upper Prior Lake-1,1062,0.316803922,0.487155913,0,0,174050,220375,1056,506.75,0,0,755,0,0,182000,171000,,,0,0
70007200-01,2013,-3.16847406,0.58095738,1.961111111,1.732371528,3,4,2,0,0,0,0,1,0,0,2,0,6,0,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,9,8,1.888888889,2.5,C,Upper Prior Lake-1,1058,0.318356299,0.488210319,0,0,175200,216675,1056,509,0,0,739,0,0,180125,175000,,,0,0
70007400-01,2004,-2.335335822,0.530993308,0.425,0.087806606,0,0,0,4,0,0,1,0,0,0,1,3,2,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,4,6,4,2.166666667,D,Dean Lake-1,957,1.352434692,8.785013141,0,0,23800,319000,0,1512,3,0,376,133,285,335872,80712,,,24,0
70007400-01,2005,-1.822531847,0.683498886,0.297142857,0.114994824,0,0,0,7,0,0,1,0,0,0,2,3,2,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,7,7,4,2,D,Dean Lake-1,635,1.473795276,9.307908441,0,0,84800,288200,894,1534,2,0,311,0,0,302709,103591,,,126,0
70007400-01,2006,-1.710432871,1.168074515,0.65,0.234520788,1,1,0,4,2,1,0,0,0,0,0,3,1,3,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,8,7,3.625,3,F,Dean Lake-1,635,1.391574803,8.852503008,0,0,238100,283700,978,1525,2,0,379,0,0,297108,104773,,,0,0
70007400-01,2007,-1.696306581,0.796288037,0.517777778,0.211351471,2,1,0,6,0,1,0,0,0,0,0,4,4,1,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,9,9,3.111111111,2.666666667,F,Dean Lake-1,644,1.463913044,8.826289863,0,0,265300,171425,1008,734,2,0,448,0,0,293402,102414.5,,,0,0
70007400-01,2008,-2.176668667,0.932169508,1.927,1.020272839,4,3,0,3,0,0,1,0,0,0,1,3,3,0,2,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,10,9,2.2,2.888888889,D,Dean Lake-1,645,1.398015504,8.606673207,0,0,265400,159300,1008,719.5,2,0,467,0,0,289622,104548,,,32,0
70007400-01,2009,-1.056252804,0.773421288,,,3,1,0,7,0,0,0,0,0,0,2,2,2,0,5,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,11,11,3,3.363636364,F,Dean Lake-1,635,1.391574803,8.852503008,0,0,238100,283700,1008,726,2,0,401,0,0,293463,103907,,,0,0
70007400-01,2010,-1.967070698,0.584093191,0.65,0.070710678,5,3,0,0,0,0,0,1,0,0,1,7,0,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,8,8,1.375,1.875,C,Dean Lake-1,641,1.349563183,8.598152225,0,0,253400,176600,1046,720,2,0,449,0,0,283036.5,114212,,,40,0
70007400-01,2011,-2.650959961,0.059737498,1.566666667,0.160727513,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,2,2,1.5,1.5,F,Dean Lake-1,641,0.899467919,2.98536819,0,0,233800,176700,1046,720,2,0,457,0,0,283036.5,114212,,,0,0
70007800-01,2013,-3.689495252,0.394190904,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Haas Lake,Lower Minnesota River,-93.45845139,44.74483813,1,1,2,2,F,Haas Lake-1,223,1.398340807,4.59620196,0,0,371100,158800,1811,776,0,0,161,0,0,434900,180000,,,0,0
70007800-01,2014,-3.711088569,0.282175277,1.3,0.678232998,1,1,0,0,2,0,0,0,0,0,1,3,0,0,0,Haas Lake,Lower Minnesota River,-93.45845139,44.74483813,4,4,3.25,1.75,F,Haas Lake-1,222,1.402972973,4.606067137,0,0,383400,166700,1811,776,0,0,160,0,0,415288,173325,,,10,0
70009100-01,2005,-2.251263018,0.542191486,1.269230769,0.692079735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cedar Lake,Lower Minnesota River,-93.52228564,44.5958207,0,0,,,C,Cedar Lake-1,477,1.426016772,3.500629485,0,0,236200,239800,896,1396,2,0,271,0,0,159900,226428.5,,,42,0
70009100-01,2008,-1.63989712,,0.7,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Cedar Lake,Lower Minnesota River,-93.52228564,44.5958207,1,1,3,3,F,Cedar Lake-1,487,1.399856263,3.277673222,0,0,341800,292500,1072,1564,0,0,275,0,0,193500,268000,,,4,0
70009100-01,2009,-1.418817553,,0.8,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Cedar Lake,Lower Minnesota River,-93.52228564,44.5958207,1,1,4,4,F,Cedar Lake-1,481,1.166320166,2.145431574,0,0,283300,272200,1084,1562,0,0,275,0,0,184000,261240,,,0,0
70009100-01,2010,-1.857899272,,0.56,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Cedar Lake,Lower Minnesota River,-93.52228564,44.5958207,1,1,4,4,F,Cedar Lake-1,479,1.418789144,3.298617594,0,0,312100,262100,1072,1570,0,0,265,0,0,198000,275000,,,18,0
70009100-02,2006,-2.121817536,0.751145,1.2,0.772607971,3,8,3,0,0,0,1,0,0,0,3,5,2,4,0,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,2,2.5,D,Cedar Lake-2,309,1.562977346,3.424496769,0,0,359700,164500,1316,574.5,6,0,260,0,0,175900,166525,,,0,0
70009100-02,2007,-1.819941073,0.94975411,0.964285714,0.463443869,5,4,5,0,0,0,1,0,0,0,0,9,4,1,0,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,2,2.428571429,D,Cedar Lake-2,308,1.473084416,3.182410314,0,0,395100,179275,1303,549,5,0,257,0,0,180000,184000,,,0,0
70009100-02,2008,-1.872061585,0.577487358,0.835714286,0.227383589,1,11,2,0,0,0,1,0,0,0,1,7,6,0,0,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,2.071428571,2.357142857,D,Cedar Lake-2,309,1.564110032,3.427732525,0,0,394800,185500,1310,544,6,0,250,0,0,183500,184902,,,6,0
70009100-02,2009,-2.146727309,0.841829619,1.242857143,0.888139183,1,6,6,1,0,0,0,0,0,0,2,5,2,4,1,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,2.5,2.785714286,F,Cedar Lake-2,309,1.562977346,3.424496769,0,0,359700,164500,1303,548.5,6,0,262,0,0,181000,184000,,,0,0
70009100-02,2010,-2.014403144,0.579040726,0.8,0.394188553,0,8,6,0,0,0,1,0,0,0,0,2,8,3,1,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,2.428571429,3.214285714,D,Cedar Lake-2,311,1.558006431,3.415836441,0,0,357000,166200,1316,504,9,0,252,0,0,201000,213208.25,,,4,0
70009100-02,2011,-2.098071101,0.798333294,1.021428571,0.616664192,4,7,3,0,0,0,1,0,0,0,0,6,4,4,0,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,14,14,1.928571429,2.857142857,D,Cedar Lake-2,315,,,0,0,308500,136800,1316,542,7,0,250,0,0,201000,213208.25,,,0,0
70009100-02,2012,-1.595478187,0.611781881,0.79826087,0.403931274,5,20,0,0,0,0,2,0,0,0,2,10,8,0,0,Cedar Lake,Lower Minnesota River,-93.513624,44.59585998,25,20,1.8,2.3,D,Cedar Lake-2,313,1.478370607,3.251224754,0,0,299900,128100,1316,539,7,0,250,0,0,203000,211850,,,0,0
70009100-02,2013,-1.607263716,0.42912066,1.158333333,0.656682483,7,11,3,0,0,0,2,0,0,0,2,17,4,0,0,Cedar Lake,Lower Minnesota River,-93.51362198,44.59563088,21,23,1.80952381,2.086956522,D,Cedar Lake-2,314,1.45477707,3.161335219,0,0,280500,125275,1313,544.5,7,0,241,0,0,206000,222000,,,0,0
70009100-02,2014,-2.24501643,0.675796194,1.063157895,0.708645442,2,16,1,0,0,0,1,1,0,0,3,9,7,0,0,Cedar Lake,Lower Minnesota River,-93.51362198,44.59563088,19,19,1.947368421,2.210526316,D,Cedar Lake-2,315,1.543015873,3.324013208,0,0,291700,116600,1316,542,7,0,242,0,0,214950,250000,,,6,0
70009500-01,2005,-2.63716193,0.79078914,1.515384615,1.017223471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,0,0,,,C,O'Dowd Lake-1,324,2.152345679,6.068219558,0,0,314700,395800,1374,1800,0,0,191,0,0,190250,305825,,,10,0
70009500-01,2006,-2.787309409,0.385208677,0.954545455,0.441279132,2,5,4,0,0,0,1,0,0,0,0,4,5,1,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,11,10,2.181818182,2.7,D,O'Dowd Lake-1,326,2.192423313,6.067586362,0,0,336500,473400,1357,1800,0,0,191,0,0,228900,362312.5,,,0,0
70009500-01,2007,-3.099654059,0.472116261,1.284615385,0.842462812,3,8,1,0,0,0,0,1,0,0,2,9,1,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,12,12,1.833333333,1.916666667,C,O'Dowd Lake-1,326,2.231809816,6.214822835,0,0,357800,482600,1374,1794,0,0,186,0,0,260000,403100,,,0,0
70009500-01,2008,-3.367150213,0.443972779,1.613333333,0.922625653,6,7,1,0,0,0,0,1,0,0,5,9,0,1,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,14,15,1.642857143,1.8,C,O'Dowd Lake-1,304,2.162039474,6.26614249,0,0,371100,484425,1428,1844.25,0,0,193,0,0,261117,399350,,,2,0
70009500-01,2009,-3.526392088,0.615594388,1.716666667,0.952377976,4,8,1,1,0,0,0,1,0,0,3,8,3,1,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,14,15,1.928571429,2.133333333,C,O'Dowd Lake-1,326,2.192239264,6.067461531,0,0,336500,473400,1357,1792,0,0,193,0,0,260000,403100,,,0,0
70009500-01,2010,-3.34878196,0.402055648,1.571428571,1.038066673,3,10,0,0,0,0,0,1,0,0,4,10,0,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,13,14,1.769230769,1.714285714,C,O'Dowd Lake-1,334,2.111197605,5.976669687,0,0,314700,415400,1336,1801,0,0,195,0,0,275000,377900,,,2,0
70009500-01,2011,-3.503221788,0.329240642,1.614285714,0.782360475,9,5,0,0,0,0,0,1,0,0,7,6,1,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,14,14,1.357142857,1.571428571,C,O'Dowd Lake-1,336,2.259865772,6.622608963,0,0,312650,397375,1332,1800.75,2,0,191,0,0,294071.5,389550,,,0,0
